date, pm25, pm10, o3, no2, so2, co
24-06-14, ,31,9,14,2,6
25-06-14, ,26,6,13,2,7
26-06-14, ,31,9,21,3,12
27-06-14, ,40,13,16,3,7
28-06-14, ,40,14,12,3,7
29-06-14, ,38,14,19,2,7
30-06-14, ,41,11,17,2,7
01-01-14, ,84,90,48,5,16
02-01-14, ,84,119,63,7,14
03-01-14, ,103,95,57,7,13
04-01-14, ,101,52,34,1, 
05-01-14, ,95,69,52,6,14
06-01-14, ,78,61,46,9,11
07-01-14, ,88,64,55,8,14
08-01-14, ,79,36,47,5,11
09-01-14, ,95,38,33,2,9
10-01-14, ,67,48,33,2,11
11-01-14, ,67,49,30,3,14
12-01-14, ,64,40,24,2,6
13-01-14, ,60,44,23,1,9
14-01-14, ,54,46,28,2,7
15-01-14, ,59,49,38,3,9
16-01-14, ,65,50,43,4,14
17-01-14, ,72,44,25,1,9
18-01-14, ,65,69,23,1,10
19-01-14, ,69,68,39,5,12
20-01-14, ,81,27,37,2,11
21-01-14, ,79,62,18,5,12
22-01-14, ,80,58,45,4,15
23-01-14, ,95,79,47,8,18
24-01-14, ,92,4,72,11,27
25-01-14, ,107, , , , 
27-01-14, ,128,57,42,4,13
28-01-14, ,94,49,52,6,14
29-01-14, ,74,43,48,6,15
30-01-14, ,81,44,31,7,12
31-01-14, ,72,48,31,6,13
01-02-14, ,64,49,29,5,9
02-02-14, ,59,66,37,7,10
03-02-14, ,59,32,21,6,9
04-02-14, ,64,32,25,3,8
05-02-14, ,55,35,26,4,8
06-02-14, ,52,23,20,2,7
07-02-14, ,45,21,17,4,7
08-02-14, ,40,42,20,3,7
09-02-14, ,37,46,33,6,9
10-02-14, ,45,21,22,4,8
11-02-14, ,55,22,20,3,7
12-02-14, ,41,20,22,4,7
13-02-14, ,44,31,22,3,7
14-02-14, ,46,17,19,2,4
15-02-14, ,42,32,20,2,8
16-02-14, ,42,34,22,2,8
17-02-14, ,49,31,25,3,8
18-02-14, ,50,35,23,4,8
19-02-14, ,52,37,22,5,11
20-02-14, ,56,37,32,3,13
21-02-14, ,65,71,39,4,15
22-02-14, ,75,53,22,2,10
23-02-14, ,56,44,23,3,9
24-02-14, ,50,38,26,4,8
25-02-14, ,49,37,24,4,9
26-02-14, ,52,33,23,2,8
27-02-14, ,52,30,26,3,8
28-02-14, ,48,32,22,3,7
01-03-14, ,44,38,19,3,7
02-03-14, ,45,37,24,5,9
03-03-14, ,46,45,16,3,7
04-03-14, ,50,39,21,4,7
05-03-14, ,49,36,18,3,6
06-03-14, ,51,34,18,3,5
07-03-14, ,46,34,18,3,6
08-03-14, ,44,28,16,3,6
09-03-14, ,46,30,19,3,7
10-03-14, ,46,34,21,4,7
11-03-14, ,41,30,17,4,6
12-03-14, ,42,26,20,3,9
13-03-14, ,48,31,23,5,8
14-03-14, ,50,32,22,2,9
15-03-14, ,43,4,22,6,6
16-03-14, ,43,48,14,3,11
17-03-14, ,53,26,14,3,8
18-03-14, ,41,17,19,3,8
19-03-14, ,34,32,23,3,8
20-03-14, ,45,42,23,5,9
21-03-14, ,52,12,23,3,8
22-03-14, ,55,55,28,4,11
23-03-14, ,54,51,28,2,10
24-03-14, ,58,41,23,2,8
25-03-14, ,51,35,23,3,8
26-03-14, ,42,25,27,3,8
27-03-14, ,42,21,29,2,8
28-03-14, ,46,24,26,3,8
29-03-14, ,46,14,16,2,6
30-03-14, ,33,9,18,3,6
31-03-14, ,21,16,17,2,7
02-01-16, , ,63,27,3,12
31-12-14, , ,38,23,3,8
15-03-15, , ,23,13,3,9
30-11-14, , ,40,36,4,11
31-12-13, , ,68,33,3,7
26-01-14, , ,54,53,6,18
01-01-16, , , ,23, ,8
